index,file_path,caption
28,background_asset/KYJ/2_luxury_12/luxury8.jpg,"The mood of this studio image is solitary and studio lightening is dark,
    this image includes a coffee table, cocktail table, and the background color is Navy blue."
29,background_asset/KYJ/2_luxury_12/luxury9.jpg,"The mood of this studio image is moving and studio lightening is cozy,
    this image includes a credenza, credence, and the background color is Navy blue."
30,background_asset/KYJ/3_nature_12/natureA-v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a drop-leaf table, and the background color is Navy blue."
31,background_asset/KYJ/3_nature_12/natureA-v2.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a drop-leaf table, and the background color is Navy blue."
32,background_asset/KYJ/3_nature_12/natureA1.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a washbasin, handbasin, and the background color is Navy blue."
33,background_asset/KYJ/3_nature_12/natureA2.jpg,"The mood of this studio image is relaxing and studio lightening is grow,
    this image includes a pot, flowerpot, and the background color is Olive."
34,background_asset/KYJ/3_nature_12/natureA3.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a pedestal table, and the background color is Navy blue."
35,background_asset/KYJ/3_nature_12/natureA4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a serving dish, and the background color is Navy blue."
36,background_asset/KYJ/3_nature_12/natureB-v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a furniture, piece of furniture, and the background color is Navy blue."
37,background_asset/KYJ/3_nature_12/natureB-v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a planter, and the background color is Teal."
38,background_asset/KYJ/3_nature_12/natureB1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Teal."
39,background_asset/KYJ/3_nature_12/natureB2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a drop-leaf table, and the background color is Teal."
40,background_asset/KYJ/3_nature_12/natureB3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a evergreen, evergreen plant, and the background color is Navy blue."
41,background_asset/KYJ/3_nature_12/natureB4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a evergreen, evergreen plant, and the background color is Teal."
42,background_asset/KYJ/3_nature_12/natureC-v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a caldron, cauldron, and the background color is Gray."
43,background_asset/KYJ/3_nature_12/natureC-v2.jpg,"The mood of this studio image is wearisome and studio lightening is concentrated,
    this image includes a millstone, and the background color is Navy blue."
44,background_asset/KYJ/3_nature_12/natureC1.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a demijohn, and the background color is Aquamarine."
45,background_asset/KYJ/3_nature_12/natureC2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a rock plant, and the background color is Gray."
46,background_asset/KYJ/3_nature_12/natureC3.jpg,"The mood of this studio image is promising and studio lightening is concentrated,
    this image includes a model, simulation, and the background color is Charcoal."
47,background_asset/KYJ/3_nature_12/natureC4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a rock, stone, and the background color is Gray."
48,background_asset/KYJ/4_street_18/streetA1.jpg,"The mood of this studio image is moving and studio lightening is cozy,
    this image includes a ink bottle, inkpot, and the background color is Navy blue."
49,background_asset/KYJ/4_street_18/streetA2.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a aerosol, aerosol container, and the background color is Navy blue."
50,background_asset/KYJ/4_street_18/streetA3.jpg,"The mood of this studio image is promising and studio lightening is concentrated,
    this image includes a keg, and the background color is Charcoal."
51,background_asset/KYJ/4_street_18/streetA4.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a jampot, jamjar, and the background color is Cyan."
52,background_asset/KYJ/4_street_18/streetA_v1.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a aerosol, aerosol container, and the background color is Charcoal."
53,background_asset/KYJ/4_street_18/streetA_v2.jpg,"The mood of this studio image is moving and studio lightening is concentrated,
    this image includes a oil filter, and the background color is Black."
54,background_asset/KYJ/4_street_18/streetB1.jpg,"The mood of this studio image is promising and studio lightening is natural light,
    this image includes a base, pedestal, and the background color is Navy blue."
55,background_asset/KYJ/4_street_18/streetB2.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a lectern, reading desk, and the background color is Navy blue."
56,background_asset/KYJ/4_street_18/streetB3.jpg,"The mood of this studio image is boring and studio lightening is natural light,
    this image includes a canister, cannister, and the background color is Charcoal."
57,background_asset/KYJ/4_street_18/streetB4.jpg,"The mood of this studio image is promising and studio lightening is concentrated,
    this image includes a base, pedestal, and the background color is Navy blue."
58,background_asset/KYJ/4_street_18/streetB_v1.jpg,"The mood of this studio image is relaxing and studio lightening is concentrated,
    this image includes a table, and the background color is Navy blue."
59,background_asset/KYJ/4_street_18/streetB_v2.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a table, and the background color is Navy blue."
60,background_asset/KYJ/4_street_18/streetC1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tub, vat, and the background color is Azure."
61,background_asset/KYJ/4_street_18/streetC2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Cyan."
62,background_asset/KYJ/4_street_18/streetC3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a model, simulation, and the background color is Cyan."
63,background_asset/KYJ/4_street_18/streetC4.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a table-tennis racquet, table-tennis bat, and the background color is Aquamarine."
64,background_asset/KYJ/4_street_18/streetC_v1.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a bathtub, bathing tub, and the background color is Beige."
65,background_asset/KYJ/4_street_18/streetC_v2.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a toilet, lavatory, and the background color is Beige."
66,background_asset/KYJ/5_wood_18/woodA1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a console table, console, and the background color is Gray."
67,background_asset/KYJ/5_wood_18/woodA2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a furniture, piece of furniture, and the background color is Gray."
68,background_asset/KYJ/5_wood_18/woodA3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a drop-leaf table, and the background color is Gray."
69,background_asset/KYJ/5_wood_18/woodA4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a sideboard, and the background color is Aquamarine."
70,background_asset/KYJ/5_wood_18/woodA_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a furniture, piece of furniture, and the background color is Navy blue."
71,background_asset/KYJ/5_wood_18/woodA_v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a furniture, piece of furniture, and the background color is Gray."
72,background_asset/KYJ/5_wood_18/woodB1.jpg,"The mood of this studio image is monotonous and studio lightening is cozy,
    this image includes a theremin, and the background color is Navy blue."
73,background_asset/KYJ/5_wood_18/woodB2.jpg,"The mood of this studio image is monotonous and studio lightening is cozy,
    this image includes a furniture, piece of furniture, and the background color is Navy blue."
74,background_asset/KYJ/5_wood_18/woodB3.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a slat, spline, and the background color is Navy blue."
75,background_asset/KYJ/5_wood_18/woodB4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a daybed, divan bed, and the background color is Navy blue."
76,background_asset/KYJ/5_wood_18/woodB_v1.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a taboret, tabouret, and the background color is Navy blue."
77,background_asset/KYJ/5_wood_18/woodB_v2.jpg,"The mood of this studio image is moving and studio lightening is cozy,
    this image includes a drop-leaf table, and the background color is Navy blue."
78,background_asset/KYJ/5_wood_18/woodC1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pedestal table, and the background color is Navy blue."
79,background_asset/KYJ/5_wood_18/woodC2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pedestal table, and the background color is Gray."
80,background_asset/KYJ/5_wood_18/woodC3.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Aquamarine."
81,background_asset/KYJ/5_wood_18/woodC4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Navy blue."
82,background_asset/KYJ/5_wood_18/woodC_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a coffee table, cocktail table, and the background color is Navy blue."
83,background_asset/KYJ/5_wood_18/woodC_v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Gray."
84,background_asset/KYJ/6_neon_18/neonA1.png,"The mood of this studio image is moving and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Fuchsia."
85,background_asset/KYJ/6_neon_18/neonA2.png,"The mood of this studio image is discouraging and studio lightening is evenly distributed,
    this image includes a cardioid microphone, and the background color is Maroon."
86,background_asset/KYJ/6_neon_18/neonA3.png,"The mood of this studio image is moving and studio lightening is concentrated,
    this image includes a neon lamp, neon induction lamp, and the background color is Hot pink."
87,background_asset/KYJ/6_neon_18/neonA4.png,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a gueridon, and the background color is Hot pink."
88,background_asset/KYJ/6_neon_18/neonA_v1.png,"The mood of this studio image is moving and studio lightening is cozy,
    this image includes a poi, and the background color is Hot pink."
89,background_asset/KYJ/6_neon_18/neonA_v2.png,"The mood of this studio image is moving and studio lightening is concentrated,
    this image includes a coffee table, cocktail table, and the background color is Fuchsia."
90,background_asset/KYJ/6_neon_18/neonB1.png,"The mood of this studio image is moving and studio lightening is concentrated,
    this image includes a optical bench, and the background color is Cyan."
91,background_asset/KYJ/6_neon_18/neonB2.png,"The mood of this studio image is moving and studio lightening is cozy,
    this image includes a optical bench, and the background color is Cyan."
92,background_asset/KYJ/6_neon_18/neonB3.png,"The mood of this studio image is moving and studio lightening is concentrated,
    this image includes a neon lamp, neon induction lamp, and the background color is Cyan."
93,background_asset/KYJ/6_neon_18/neonB4.png,"The mood of this studio image is moving and studio lightening is cozy,
    this image includes a cocktail lounge, and the background color is Cyan."
94,background_asset/KYJ/6_neon_18/neonB_v1.png,"The mood of this studio image is moving and studio lightening is concentrated,
    this image includes a optical bench, and the background color is Cyan."
95,background_asset/KYJ/6_neon_18/neonB_v2.png,"The mood of this studio image is moving and studio lightening is concentrated,
    this image includes a base, pedestal, and the background color is Cyan."
96,background_asset/KYJ/6_neon_18/neonC1.png,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a drafting table, drawing table, and the background color is Fuchsia."
97,background_asset/KYJ/6_neon_18/neonC2.png,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a optical bench, and the background color is Fuchsia."
98,background_asset/KYJ/6_neon_18/neonC3.png,"The mood of this studio image is promising and studio lightening is grow,
    this image includes a optical bench, and the background color is Magenta."
99,background_asset/KYJ/6_neon_18/neonC4.png,"The mood of this studio image is promising and studio lightening is grow,
    this image includes a table, and the background color is Magenta."
100,background_asset/KYJ/6_neon_18/neonC_v1.png,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a table, and the background color is Magenta."
101,background_asset/KYJ/6_neon_18/neonC_v2.png,"The mood of this studio image is relaxing and studio lightening is concentrated,
    this image includes a drafting table, drawing table, and the background color is Magenta."
102,background_asset/KYJ/7_antique_18/antiqueA1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a chest of drawers, chest, and the background color is Navy blue."
103,background_asset/KYJ/7_antique_18/antiqueA2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a chest of drawers, chest, and the background color is Navy blue."
104,background_asset/KYJ/7_antique_18/antiqueA3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pier glass, pier mirror, and the background color is Aquamarine."
105,background_asset/KYJ/7_antique_18/antiqueA4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a chest of drawers, chest, and the background color is Navy blue."
106,background_asset/KYJ/7_antique_18/antiqueA_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a chest of drawers, chest, and the background color is Navy blue."
107,background_asset/KYJ/7_antique_18/antiqueA_v2.jpg,"The mood of this studio image is solitary and studio lightening is cozy,
    this image includes a bedside, and the background color is Navy blue."
108,background_asset/KYJ/7_antique_18/antiqueB1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tea table, and the background color is Teal."
109,background_asset/KYJ/7_antique_18/antiqueB2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tea table, and the background color is Navy blue."
110,background_asset/KYJ/7_antique_18/antiqueB3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tea table, and the background color is Teal."
111,background_asset/KYJ/7_antique_18/antiqueB4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tea cart, teacart, and the background color is Teal."
112,background_asset/KYJ/7_antique_18/antiqueB_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a tea cart, teacart, and the background color is Teal."
113,background_asset/KYJ/7_antique_18/antiqueB_v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a console table, console, and the background color is Teal."
114,background_asset/KYJ/7_antique_18/antiqueC1.jpg,"The mood of this studio image is solitary and studio lightening is cozy,
    this image includes a console table, console, and the background color is Navy blue."
115,background_asset/KYJ/7_antique_18/antiqueC2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a console table, console, and the background color is Navy blue."
116,background_asset/KYJ/7_antique_18/antiqueC3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a furniture, piece of furniture, and the background color is Teal."
117,background_asset/KYJ/7_antique_18/antiqueC4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a console table, console, and the background color is Navy blue."
118,background_asset/KYJ/7_antique_18/antiqueC_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a console table, console, and the background color is Navy blue."
119,background_asset/KYJ/7_antique_18/antiqueC_v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a credenza, credence, and the background color is Navy blue."
120,background_asset/KYJ/8_traditional_18/traditionalA1.jpg,"The mood of this studio image is promising and studio lightening is concentrated,
    this image includes a stool, and the background color is Navy blue."
121,background_asset/KYJ/8_traditional_18/traditionalA2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a coffee table, cocktail table, and the background color is Teal."
122,background_asset/KYJ/8_traditional_18/traditionalA3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pedestal table, and the background color is Charcoal."
123,background_asset/KYJ/8_traditional_18/traditionalA4.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a coffee table, cocktail table, and the background color is Purple."
124,background_asset/KYJ/8_traditional_18/traditionalA_v1.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a coffee table, cocktail table, and the background color is Navy blue."
125,background_asset/KYJ/8_traditional_18/traditionalA_v2.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a coffee table, cocktail table, and the background color is Navy blue."
126,background_asset/KYJ/8_traditional_18/traditionalB1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a gaming table, and the background color is Navy blue."
127,background_asset/KYJ/8_traditional_18/traditionalB2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a gaming table, and the background color is Navy blue."
128,background_asset/KYJ/8_traditional_18/traditionalB3.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a table-tennis table, ping-pong table, and the background color is Navy blue."
129,background_asset/KYJ/8_traditional_18/traditionalB4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a toy box, toy chest, and the background color is Navy blue."
130,background_asset/KYJ/8_traditional_18/traditionalB_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a gateleg table, and the background color is Navy blue."
131,background_asset/KYJ/8_traditional_18/traditionalB_v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a table-tennis table, ping-pong table, and the background color is Navy blue."
132,background_asset/KYJ/8_traditional_18/traditionalC1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Navy blue."
133,background_asset/KYJ/8_traditional_18/traditionalC2.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a block plane, and the background color is Navy blue."
134,background_asset/KYJ/8_traditional_18/traditionalC3.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a furniture, piece of furniture, and the background color is Navy blue."
135,background_asset/KYJ/8_traditional_18/traditionalC4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a dice cup, dice box, and the background color is Navy blue."
136,background_asset/KYJ/8_traditional_18/traditionalC_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a furniture, piece of furniture, and the background color is Navy blue."
137,background_asset/KYJ/8_traditional_18/traditionalC_v2.jpg,"The mood of this studio image is relaxing and studio lightening is cozy,
    this image includes a furniture, piece of furniture, and the background color is Navy blue."
138,background_asset/KYJ/9_industrial_12/industrialA1.jpg,"The mood of this studio image is solitary and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Navy blue."
139,background_asset/KYJ/9_industrial_12/industrialA2.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Navy blue."
140,background_asset/KYJ/9_industrial_12/industrialA3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a apparatus, setup, and the background color is Navy blue."
141,background_asset/KYJ/9_industrial_12/industrialA4.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a apparatus, setup, and the background color is Navy blue."
142,background_asset/KYJ/9_industrial_12/industrialA_v1.jpg,"The mood of this studio image is promising and studio lightening is cozy,
    this image includes a well, and the background color is Navy blue."
143,background_asset/KYJ/9_industrial_12/industrialA_v2.jpg,"The mood of this studio image is promising and studio lightening is concentrated,
    this image includes a apparatus, setup, and the background color is Navy blue."
144,background_asset/KYJ/9_industrial_12/industrialB1.jpg,"The mood of this studio image is nostalgic and studio lightening is cozy,
    this image includes a cooler, ice chest, and the background color is Navy blue."
145,background_asset/KYJ/9_industrial_12/industrialB2.jpg,"The mood of this studio image is brisk and studio lightening is cozy,
    this image includes a cooler, ice chest, and the background color is Charcoal."
146,background_asset/KYJ/9_industrial_12/industrialB3.jpg,"The mood of this studio image is brisk and studio lightening is cozy,
    this image includes a exhaust fan, and the background color is Charcoal."
147,background_asset/KYJ/9_industrial_12/industrialB4.jpg,"The mood of this studio image is brisk and studio lightening is cozy,
    this image includes a evaporative cooler, and the background color is Navy blue."
148,background_asset/KYJ/9_industrial_12/industrialB_v1.jpg,"The mood of this studio image is brisk and studio lightening is cozy,
    this image includes a cooling system, cooling, and the background color is Charcoal."
149,background_asset/KYJ/9_industrial_12/industrialB_v2.jpg,"The mood of this studio image is brisk and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Navy blue."
150,background_asset/KYJ/10_cozy_12/cozyA1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pedestal table, and the background color is Aquamarine."
151,background_asset/KYJ/10_cozy_12/cozyA2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a sump pump, and the background color is Gray."
152,background_asset/KYJ/10_cozy_12/cozyA3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pedestal table, and the background color is Navy blue."
153,background_asset/KYJ/10_cozy_12/cozyA4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pedestal table, and the background color is Aquamarine."
154,background_asset/KYJ/10_cozy_12/cozyA_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a base, pedestal, and the background color is Aquamarine."
155,background_asset/KYJ/10_cozy_12/cozyA_v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a pedestal table, and the background color is Aquamarine."
156,background_asset/KYJ/10_cozy_12/cozyB1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a taboret, tabouret, and the background color is Teal."
157,background_asset/KYJ/10_cozy_12/cozyB2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a lectern, reading desk, and the background color is Teal."
158,background_asset/KYJ/10_cozy_12/cozyB3.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a washstand, wash-hand stand, and the background color is Teal."
159,background_asset/KYJ/10_cozy_12/cozyB4.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a washstand, wash-hand stand, and the background color is Teal."
160,background_asset/KYJ/10_cozy_12/cozyB_v1.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a lectern, reading desk, and the background color is Teal."
161,background_asset/KYJ/10_cozy_12/cozyB_v2.jpg,"The mood of this studio image is cozy and studio lightening is cozy,
    this image includes a taboret, tabouret, and the background color is Teal."
162,background_asset/KYJ/13_abstract_12/abstractA1.jpg,"The mood of this studio image is solemn and studio lightening is grow,
    this image includes a base, pedestal, and the background color is Navy blue."
163,background_asset/KYJ/13_abstract_12/abstractA2.jpg,"The mood of this studio image is moving and studio lightening is evenly distributed,
    this image includes a theremin, and the background color is Navy blue."
164,background_asset/KYJ/13_abstract_12/abstractA3.jpg,"The mood of this studio image is promising and studio lightening is concentrated,
    this image includes a iron, smoothing iron, and the background color is Navy blue."
165,background_asset/KYJ/13_abstract_12/abstractA4.jpg,"The mood of this studio image is moving and studio lightening is concentrated,
    this image includes a model, simulation, and the background color is Navy blue."
166,background_asset/KYJ/13_abstract_12/abstractA_v1.jpg,"The mood of this studio image is moving and studio lightening is evenly distributed,
    this image includes a model, simulation, and the background color is Navy blue."
167,background_asset/KYJ/13_abstract_12/abstractA_v2.jpg,"The mood of this studio image is moving and studio lightening is evenly distributed,
    this image includes a model, simulation, and the background color is Navy blue."
168,background_asset/KYJ/13_abstract_12/abstractB1.jpg,"The mood of this studio image is moving and studio lightening is cozy,
    this image includes a model, simulation, and the background color is Fuchsia."
169,background_asset/KYJ/13_abstract_12/abstractB2.jpg,"The mood of this studio image is wearisome and studio lightening is cozy,
    this image includes a sense organ, sensory receptor, and the background color is Fuchsia."
170,background_asset/KYJ/13_abstract_12/abstractB3.jpg,"The mood of this studio image is wearisome and studio lightening is cozy,
    this image includes a slingback, sling, and the background color is Fuchsia."
171,background_asset/KYJ/13_abstract_12/abstractB4.jpg,"The mood of this studio image is gorgeous and studio lightening is natural light,
    this image includes a jewelry, jewellery, and the background color is Fuchsia."
172,background_asset/KYJ/13_abstract_12/abstractB_v1.jpg,"The mood of this studio image is moving and studio lightening is cozy,
    this image includes a paper clip, paperclip, and the background color is Maroon."
173,background_asset/KYJ/13_abstract_12/abstractB_v2.jpg,"The mood of this studio image is wearisome and studio lightening is natural light,
    this image includes a paper clip, paperclip, and the background color is Plum."
174,background_asset/KYJ/14_office_11/officeA1.jpg,"The mood of this studio image is solitary and studio lightening is dark,
    this image includes a base, pedestal, and the background color is Navy blue."
175,background_asset/KYJ/14_office_11/officeA2.jpg,"The mood of this studio image is solitary and studio lightening is cozy,
    this image includes a desk, and the background color is Navy blue."
